,Filtered_Text
888,"['oil', 'breast', 'tenderloins', 'pieces', 'salt', 'pepper', 'onion', 'vinegar', 'apricots', 'chicken', 'stock', 'apricot', 'preserves', 'thyme', 'parsley']"
889,"['flour', 'sugar', 'almonds', 'butter']"
890,"['package', 'egg', 'noodles', 'butter', 'cream', 'cheese', 'eggs', 'beaten', 'sugar', 'vanilla', 'extract', 'apricot', 'nectar', 'milk', 'raisins', 'crumbs', 'cinnamon']"
891,"['prunes', 'apricots', 'eggs', 'sugar', 'oil', 'lemon', 'orange', 'flour', 'powder', 'juice', 'walnuts']"
892,"['oil', 'whole', 'cloves', 'boneless', 'pork', 'loin', 'room', 'temperature', 'pepper', 'rosemary', 'scissors', 'apricots', 'amount', 'fruit', 'cranberries']"
893,"['apricot', 'shallots', 'bell', 'pepper', 'pineapple', 'cherry', 'tomatoes', 'habanero', 'cloves', 'cilantro', 'cumin', 'lime', 'juice']"
894,"['walnuts', 'cinnamon', 'sugar', 'water', 'degrees', 'yeast', 'egg', 'yolks', 'cream', '⅓', 'butter', 'margarine', 'flour', 'jar', 'apricot', 'preserves', 'whites']"
895,"['water', 'piloncillo', 'cone', 'cinnamon', 'sticks', 'sugar', 'vanilla', 'extract', 'cloves', 'butter', 'bread', 'cheese', 'walnuts', 'raisins', 'apricots']"
896,"['skinless', 'boneless', 'chicken', 'breasts', 'broth', 'apricot', 'preserves', 'soy', 'sauce', 'cornstarch', 'water']"
897,"['orange', 'juice', 'water', 'cranberries', 'sugar', 'apricots', 'raisins', 'zest']"
898,"['carrots', 'butter', 'apricot', 'preserves', 'salt', 'orange', 'juice', 'parsley']"
899,"['prunes', 'apricots', 'ginger', 'orange', 'zest', 'cumin', 'cinnamon', 'salt', 'pepper', 'boneless', 'pork', 'loin', 'roast', 'sugar', 'flour', 'cider', 'vinegar', 'mustard', 'powder', 'water', 'cornstarch']"
900,"['potatoes', 'chunks', 'sugar', 'cornstarch', 'salt', 'cinnamon', 'apricot', 'nectar', 'water', 'orange', 'peel', 'butter', 'pecans']"
901,"['apricot', 'nectar', 'preserves', 'ginger', 'root', 'honey', 'butter', 'sage', 'salt', 'pepper', 'onions', 'shallots', 'turkey', 'chicken', 'broth', 'thyme']"
902,"['ham', 'cloves', 'apricot', 'preserves', 'honey', 'mustard']"
903,"['sugar', 'butter', 'eggs', 'beaten', 'flour', 'soda', 'salt', 'cream', 'apricot', 'brandy', 'lemon', 'peach', 'schnapps', 'water', 'preserves', 'zest', 'almonds']"
904,"['fluid', 'juice', 'concentrate', 'beverage']"
905,"['boneless', 'skinless', 'chicken', 'breast', 'halves', 'apricot', 'preserves', 'cream', 'mustard', 'salt', 'pepper']"
906,"['water', 'sugar', 'bone-in', 'center', 'loin', 'pork', 'chops', 'thick', 'chili', 'powder', 'onion', 'salt', 'pepper']"
907,"['apricots', 'package', 'fruit', 'pectin', 'sugar', 'apricot', 'brandy']"
908,"['butter', 'sugar', 'eggs', 'vanilla', 'extract', '¼', 'flour', 'cinnamon', 'powder', 'espresso', 'orange', 'zest', 'chocolate', 'chips', 'apricots', 'cranberries', 'almonds', 'egg']"
909,"['apricots', 'brown', 'sugar', 'coconut', 'milk']"
910,"['juice', 'sugar', 'package', 'fruit', 'pectin', 'extract']"
911,"['sugar', 'flour', 'cinnamon', 'whipping', 'cream', 'almond', 'extract', 'nectarines', 'inch', 'pie', 'shell']"
912,"['watermelon', 'strawberries', 'peaches', 'cubes', 'nectarines', 'pear', 'seedless', 'grapes', 'lemons', 'mint', 'lemon', 'honey']"
913,"['bell', 'pepper', 'onions', 'cilantro', 'lime', 'juice', 'oil', 'salt', 'cayenne']"
914,"['nectarines', 'butter', 'sugar']"
915,"['apple', 'nectarine', 'stalks', 'celery', 'cranberries', 'walnuts', 'container', 'lemon', 'yogurt']"
916,"['water', 'sugar', 'liqueur', 'lemon', 'juice']"
917,"['wine', 'vinegar', 'oil', 'honey', 'mustard', 'salt', 'pepper', 'basil', 'spinach', 'nectarine', 'almonds', 'onion', 'bell', 'package', 'cheese', 'strips']"
918,"['nectarines', 'ripe', 'tomato', 'onion', 'cilantro', 'juice', 'pepper', 'flakes', 'salt', 'cumin', 'chili', 'powder', 'oil', 'boneless', 'pork', 'loin', 'chops']"
919,"['cucumber', 'nectarine', 'lemon', 'lime', 'slices', 'root', 'melissa', 'leaves', 'balm', 'water', 'liquid', 'stevia']"
920,"['peaches', 'nectarines', 'sugar', 'cornstarch', 'vanilla', 'extract']"
921,"['nectarine', 'sugar', 'yogurt']"
922,"['almond', 'milk', 'ripe', 'bananas', '¼', 'oats', 'water', 'seeds', 'cinnamon', 'blueberries', 'blackberries', 'nectarine']"
923,"['butter', 'room', 'temperature', 'brown', 'sugar', 'muscovado', 'nectarines', 'pieces']"
924,"['nectarines', 'onion', 'vinegar', 'sugar', 'cilantro', 'kosher', 'salt', 'pepper']"
925,"['paprika', 'onion', 'powder', 'parsley', 'oregano', 'salt', 'pepper', 'boneless', 'skinless', 'chicken', 'breast', 'halves', 'duck', 'sauce', 'marinara', 'mango', 'pink', 'grapefruit', 'juice', 'bread', 'crumbs', 'nectarine']"
926,"['oil', 'nectarine', 'wedges', 'thick', 'slices', 'bread', 'whole-milk', 'ricotta', 'cheese', 'almonds', 'leaves', 'mint', 'honey']"
927,"['spray', 'apples', 'peel', 'sugar', 'water', 'brandy', 'cinnamon', 'vanilla', 'extract', 'pastry', 'pie', 'package', 'corn', 'muffin', 'mix', 'milk', 'nectarines']"
928,"['nectarines', 'sugar', 'buttermilk']"
929,"['tomatoes', 'chunks', 'nectarine', 'cilantro', 'oil', 'goat', 'cheese']"
930,"['orange', 'juice', 'soy', 'sauce', 'buckwheat', 'honey', 'sugar', 'ginger', 'garlic', 'flour', 'salt', 'pepper', 'seasoning', 'skinless', 'boneless', 'chicken', 'breast', 'halves', 'oil', 'nectarines']"
931,"['nectarines', 'container', 'raspberries', 'sugar', 'butter', 'room', 'temperature', 'chunks', 'flour', 'oats', 'cinnamon', 'salt']"
932,"['flour', 'sugar', 'butter', 'nectarines', 'cornstarch', 'eggs']"
933,"['nectarines', 'heirloom', 'tomatoes', 'cheese', 'pieces', 'basil']"
934,"['flour', 'salt', 'butter', 'water', 'cherries', 'nectarines', 'apricots', 'turbinado', 'sugar', 'cinnamon', 'cornstarch', 'pieces', 'egg', 'yolk']"
935,"['peaches', 'nectarines', 'plums', 'cornstarch', 'currant', 'apple', 'pie', 'spice', 'pepper', 'biscuits', '®', 'sugar', 'cinnamon']"
936,"['seedless', 'watermelon', 'peach', 'cubes', 'nectarine', 'plum', 'blueberries', 'grapes', 'coconut', 'cinnamon', 'nondairy']"
937,"['nectarines', 'pieces', 'tart', 'plums', 'raspberries', 'flour', 'sugar', 'ginger', 'cinnamon', 'cold', 'butter']"
938,"['butter', 'room', 'temperature', 'eggs', 'sugar', 'salt', 'flour', 'powder', 'milk', 'nectarines', 'container', 'blackberries', 'confectioners']"
939,"['butter', 'cracker', 'crumbs', 'semisweet', 'chocolate', 'chips', 'butterscotch', 'walnuts', 'milk', '⅓', 'coconut']"
940,"['butter', 'cocoa', 'powder', 'sugar', 'egg', 'beaten', '¾', 'cracker', 'crumbs', 'coconut', 'almonds', 'cream', 'confectioners', 'chocolate']"
941,"['milk', 'brown', 'sugar', 'butter', 'egg', 'yolks', 'vanilla', 'extract', '⅓', 'coconut', 'pecans']"
942,"['juice', 'sugar', 'eggs', 'beaten', 'flour', 'salt', 'lemon', 'oil', 'package', 'di', 'pepe', 'pasta', 'oranges', 'tidbits', 'pineapple', 'container', 'miniature', 'coconut']"
943,"['confectioners', 'sugar', 'milk', 'food', 'coloring']"
944,"['package', 'cake', 'mix', 'coconut', 'milk']"
945,"['flour', 'beer', 'egg', 'powder', 'coconut', 'shrimp', 'tails', 'oil', 'frying']"
946,"['milk', 'coconut', 'agave', 'nectar', 'vanilla', 'extract', 'cinnamon', 'salt', 'chia', 'seeds', 'strawberries']"
947,"['milk', 'sugar', 'kosher', 'salt', 'cornstarch', 'cinnamon']"
948,"['oats', 'coconut', 'cocoa', 'powder', 'sugar', 'butter', 'milk']"
949,"['cooking', 'oats', 'coconut', 'sugar', 'cocoa', 'powder', 'milk', 'margarine']"
950,"['cream', 'cheese', 'butter', 'confectioners', 'sugar', 'vanilla', 'extract', 'coconut', 'cinnamon']"
951,"['buttermilk', 'baking', 'soda', 'butter', 'shortening', 'sugar', 'eggs', 'vanilla', 'extract', 'coconut', 'powder', 'flour']"
952,"['sugar', 'butter', 'eggs', 'flour', 'milk', 'coconut', 'vanilla', 'extract', 'inch', 'crust']"
953,"['flour', 'pepper', 'eggs', 'coconut', 'panko', 'bread', 'crumbs', 'shrimp', 'spray', 'kosher', 'salt', 'honey', 'lime', 'juice', 'serrano', 'chile', 'cilantro']"
954,"['butter', 'sugar', 'eggs', 'vanilla', 'extract', 'flour', 'baking', 'soda', 'salt', 'chips', 'coconut']"
955,"['flour', 'powder', 'milk', 'coconut', 'extract', 'rum', 'butter', 'lemon', 'vanilla', 'sugar', 'shortening', 'eggs']"
956,"['flour', 'cinnamon', 'powder', 'soda', 'salt', 'sugar', 'oil', 'eggs', '¾', 'carrots', 'pineapple', 'coconut', 'walnuts']"
957,"['milk', 'sugar', 'mix', 'butter', 'eggs', 'vanilla', 'extract', 'coconut']"
958,"['oil', 'ginger', 'chicken', 'pieces', 'salt', 'pepper', 'milk', 'package', 'spinach']"
959,"['fluid', 'milk', 'egg', 'yolks', 'beaten', 'coconut', 'rum', 'water', 'vanilla', 'extract', 'cinnamon', 'cloves']"
960,"['coconut', 'milk', 'sugar']"
961,"['butter', '¼', 'sugar', 'eggs', 'milk', 'vanilla', 'extract', 'flour', 'baking', 'soda', 'salt', 'oats', 'chips', 'walnuts', 'coconut']"
962,"['cracker', 'crumbs', 'sugar', 'butter', 'semisweet', 'chocolate', 'chips', 'coconut', 'pecans', 'milk']"
963,"['sugar', 'cocoa', 'powder', 'milk', 'butter', 'cooking', 'oats', 'coconut', 'peanuts', 'salt']"
964,"['package', 'cream', 'cheese', 'sugar', 'container', 'bananas', 'pineapple', 'cocktail', 'apple', 'coconut', 'jar', 'maraschino', 'cherries', 'pecans', 'raisins']"
965,"['oil', 'popcorn', 'sea', 'salt']"
966,"['peaches', 'juice', 'sugar', 'chunks', 'cherries', 'cake', 'mix', 'vanilla', '⅓', 'oil', 'eggs', 'raisins', 'walnuts', 'coconut']"
967,"['spray', 'oats', 'coconut', 'honey', 'peanut', 'butter', 'vanilla', 'extract', 'salt']"
968,"['coconut', 'pecans', 'package', 'chocolate', 'cake', 'mix', 'cream', 'cheese', 'confectioners', 'sugar', 'butter', 'vanilla', 'extract']"
969,"['milk', '¼', 'water', 'sugar', 'salt', 'jasmine', 'rice']"
970,"['package', 'puff', 'pastry', 'milk', 'sugar', 'vanilla', 'extract', 'raisins', 'almonds', 'pine', 'nuts', 'pistachio', 'coconut']"
971,"['flour', 'powder', 'salt', 'butter', 'room', 'temperature', 'sugar', 'vanilla', 'extract', 'eggs', 'milk']"
972,"['milk', 'sugar', 'egg', 'yolks', 'butter', 'vanilla', 'extract', 'coconut', 'pecans']"
973,"['plain', 'yogurt', 'milk', 'crema', 'vanilla', 'extract']"
974,"['boiling', 'water', 'dates', 'butter', 'sugar', 'egg', 'vanilla', 'extract', 'flour', 'baking', 'soda', 'powder', 'salt', 'walnuts', 'coconut', 'cream']"
975,"['rice', 'milk', '¼', 'water', 'sugar', 'coconut']"
976,"['sugar', 'flour', 'butter', 'eggs', 'vanilla', 'extract', 'milk', 'coconut', 'recipe', 'pastry', 'inch', 'crust', 'pie']"
977,"['inch', 'pie', 'shell', 'package', 'vanilla', 'mix', 'milk', 'coconut', 'container']"
978,"['coconut', 'oil', 'onion', 'powder', 'cloves', 'tomatoes', 'sauce', 'chicken', 'broth', 'sugar', 'breasts', 'salt', 'taste', 'pepper', 'milk']"
979,"['basmati', 'rice', 'coconut', 'oil', 'butter', 'milk', 'chicken', 'broth', 'salt', 'lime', 'pepper']"
980,"['rice', 'milk', 'salt']"
981,"['sugar', 'milk', 'fluid', 'eggs', 'fresh', 'coconut']"
982,"['milk', 'oats', 'honey', 'coconut', 'flakes', 'sugar', 'cinnamon']"
983,"['eggs', 'beaten', 'butter', 'flour', 'vanilla', 'extract', '¾', 'sugar', 'milk', 'coconut']"
984,"['sugar', 'butter', 'eggs', 'coconut', 'flour', 'powder', 'salt', 'milk']"
985,"['mini', 'marshmallows', 'coconut', 'oranges', 'chunks', 'cream']"
986,"['water', 'rice', 'milk', 'sugar', 'sea', 'salt', 'eggs', 'beaten', 'butter', 'vanilla', 'extract', 'cinnamon', 'peaches', 'raisins']"
987,"['flour', 'soda', 'cinnamon', 'salt', 'eggs', 'butter', '¼', 'sugar', 'vanilla', 'extract', 'mango', 'coconut', 'walnuts']"
988,"['milk', 'stick', 'butter', 'eggs', 'strings', 'syrup', 'rice', 'flour', 'mochiko', 'sugar', 'vanilla', 'extract']"
989,"['mochiko', 'rice', 'flour', 'sugar', 'powder', 'butter', 'milk', 'eggs', 'vanilla', 'extract', 'coconut']"
990,"['oats', '¼', 'sugar', 'cocoa', 'powder', 'butter', 'margarine', 'coffee', 'vanilla', 'extract', 'squares', 'chocolate', 'coconut', 'flakes']"
991,"['package', 'baking', 'chocolate', 'pieces', 'boiling', 'water', 'margarine', 'sugar', 'eggs', 'vanilla', 'extract', 'flour', 'soda', 'salt', 'buttermilk', 'milk', 'egg', 'yolks', '⅓', 'coconut', 'pecans']"
992,"['butter', 'package', 'cream', 'cheese', 'sugar', 'eggs', 'coconut', 'extract', 'flour', 'powder']"
993,"['milk', 'sugar', 'butter', 'cocoa', 'powder', 'oats', 'coconut', 'peanut', 'vanilla', 'extract']"
994,"['flour', 'sugar', 'powder', 'salt', 'butter', 'pieces', 'eggs', 'milk', 'vanilla', 'extract', 'almond', 'coconut']"
995,"['milk', 'fluid', 'sugar', 'vanilla', 'extract', 'cinnamon']"
996,"['package', 'cream', 'cheese', 'butter', 'confectioners', 'sugar', 'salt', 'coconut', 'flavoring', 'vanilla', 'extract']"
997,"['cooking', 'oats', 'coconut', 'flour', 'baking', 'soda', 'sugar', 'butter', 'syrup', 'water']"
998,"['sugar', 'butter', 'pack', 'pumpkin', 'puree', 'egg', 'vanilla', 'extract', 'flour', 'powder', 'baking', 'soda', 'cinnamon', 'salt', 'cranberries', 'walnuts', 'orange', 'zest']"
999,"['flour', 'sugar', 'powder', 'salt', 'oil', 'egg', 'milk', 'blueberries']"
1000,"['orange', 'juice', 'lemon', 'sugar', 'zest', 'vanilla', 'extract']"
1001,"['strawberries', 'sugar', 'lemon', 'juice']"
1002,"['pretzels', 'butter', 'sugar', 'package', 'cream', 'cheese', 'container', 'water', 'strawberries']"
1003,"['sugar', 'cornstarch', 'cinnamon', 'salt', 'blueberries', 'package', 'pie', 'pastry', 'butter']"
1004,"['strawberries', 'sugar', 'vanilla']"
1005,"['flour', 'sugar', 'salt', 'cranberries', 'walnuts', 'butter', 'eggs', 'beaten', 'almond', 'extract']"
1006,"['cranberries', 'sugar', 'cinnamon', 'nutmeg']"
1007,"['blueberries', 'container', 'plain', 'yogurt', '%', 'milk', 'sugar', 'vanilla', 'extract', 'nutmeg']"
1008,"['oats', 'brown', 'sugar', 'cinnamon', 'powder', 'salt', 'eggs', 'milk', 'butter', 'vanilla', 'extract', 'cranberries']"
1009,"['strawberries', 'inch', 'pie', 'crust', 'sugar', 'cornstarch', 'water', 'whipping', 'cream']"
1010,"['blackberries', 'sugar', 'flour', 'inch', 'ready-to-use', 'pie', 'crust', 'milk']"
1011,"['navel', 'orange', 'package', 'cranberries', 'sugar', 'cinnamon']"
1012,"['slices', 'bread', 'cubes', 'cheese', 'inch', 'blueberries', 'eggs', 'beaten', 'milk', 'vanilla', 'extract', 'maple', 'syrup']"
1013,"['milk', 'chocolate', 'chips', 'toothpicks', 'strawberries', 'leaves']"
1014,"['sugar', 'flour', 'rhubarb', 'slices', 'strawberries', 'recipe', 'pastry', 'inch', 'pie', 'butter', 'egg', 'yolk']"
1015,"['blueberries', 'sugar', 'lemon', 'juice', 'cinnamon']"
1016,"['butter', 'sugar', 'salt', 'vanilla', 'extract', 'egg', 'yolks', 'flour', 'powder', 'milk', 'blueberries', 'whites']"
1017,"['butter', 'sugar', 'almond', 'extract', 'flour', 'seedless', 'raspberry', 'jam', 'confectioners', 'milk']"
1018,"['flour', 'powder', 'sugar', 'salt', 'milk', 'egg', 'butter', 'blueberries']"
1019,"['raspberries', 'sugar', 'water', 'juice']"
1020,"['strawberries', 'sugar', 'package', 'pectin', 'water']"
1021,"['strawberries', 'banana', 'yogurt', 'pineapple', 'juice', 'sugar', 'orange', 'milk']"
1022,"['soy', 'milk', 'oats', 'strawberries', 'banana', 'chunks', 'sugar', 'vanilla', 'extract']"
1023,"['sugar', 'oil', 'vinegar', 'seeds', 'onion', 'paprika', 'sauce']"
1024,"['strawberries', 'peaches', 'banana', 'chunks', 'ice', 'juice']"
1025,"['flour', 'cream', 'tartar', 'soda', 'salt', 'butter', '¼', 'sugar', 'egg', 'package', 'cheese', 'vanilla', 'extract', 'blueberries', 'strawberries', 'banana']"
1026,"['strawberries', 'sugar', 'soda', 'lemon', 'juice', 'cubes', 'ice']"
1027,"['strawberries', 'sugar', 'flour', 'powder', 'salt', 'shortening', 'egg', 'milk', 'cream']"
1028,"['cracker', 'crumbs', 'butter', 'sugar', 'cinnamon']"
1029,"['strawberries', 'honey', 'apple', 'cider', 'vinegar', 'oil', 'salt', 'pepper']"
1030,"['water', 'cornstarch', 'strawberries', 'size', 'pieces', 'sugar']"
1031,"['flour', 'sugar', 'powder', 'fine', 'salt', 'frozen', 'butter', 'egg', 'yolks', 'vanilla', 'extract', 'apple', 'cider', 'vinegar']"
1032,"['strawberries', 'skim', 'milk', 'plain', 'yogurt', 'sugar', 'vanilla', 'extract', 'cubes', 'ice']"
1033,"['flour', 'milk', 'water', 'eggs', 'butter', 'salt', '¼', 'confectioners', 'sugar', 'package', 'cream', 'cheese', 'lemon', 'juice', 'zest', 'vanilla', 'extract', 'strawberries']"
1034,"['bread', 'wheat', 'sausage', 'onion', 'celery', 'sage', 'thyme', 'apple', 'cranberries', 'parsley', 'turkey', 'liver', 'stock', 'butter']"
1035,"['milk', 'canola', 'oil', 'egg', 'flour', 'sugar', 'powder', 'salt', 'strawberries']"
1036,"['sugar', 'powder', 'salt', 'soda', 'butter', 'pieces', 'orange', 'juice', 'zest', 'egg', 'beaten', 'cranberries', 'walnuts']"
1037,"['raspberries', 'sugar', 'lemon', 'juice']"
1038,"['beef', 'crumbs', 'onion', 'water', 'egg', 'cranberry', 'sauce', 'chili', 'brown', 'sugar', 'juice']"
1039,"['water', 'sugar', 'strawberries']"
1040,"['amaretto', 'liqueur', 'fluid', 'orange', 'tea']"
1041,"['strawberries', 'sugar', 'package', 'sponge', 'cake', 'dessert', 'cream']"
1042,"['package', 'cream', 'cheese', 'confectioners', 'sugar', 'vanilla', 'extract', 'strawberries', 'graham', 'crackers']"
1043,"['sugar', 'butter', 'package', 'strawberry', 'eggs', 'room', 'temperature', '¾', 'flour', 'powder', 'milk', 'strawberries', 'vanilla', 'extract']"
1044,"['water', 'sugar', 'package', 'cranberries']"
1045,"['sugar', 'butter', 'egg', 'brandy', 'flour', 'soda', 'cranberries', 'chocolate', 'chips']"
1046,"['bunches', 'spinach', 'pieces', 'strawberries', 'oil', 'sugar', 'wine', 'vinegar', 'seeds', 'paprika']"
1047,"['butter', 'sugar', 'egg', 'orange', 'juice', 'zest', 'flour', 'soda', 'salt', 'cranberries', 'walnuts']"
1048,"['butter', 'flour', 'sugar', 'milk', 'blueberries']"
1049,"['chocolate', 'cookie', 'crumbs', 'butter', 'sugar']"
1050,"['flour', 'oats', 'sugar', 'soda', 'salt', 'butter', 'seedless', 'raspberry', 'jam']"
1051,"['sugar', 'oil', 'vanilla', 'extract', 'almond', 'eggs', 'flour', 'powder', 'salt', 'nuts', 'cranberries']"
1052,"['strawberries', 'water', 'sugar', 'cornstarch', 'lemon', 'juice', 'salt']"
1053,"['blueberries', 'water', 'sugar', 'lemon', 'juice']"
1054,"['butter', 'almonds', 'spinach', 'pieces', 'cranberries']"
1055,"['flour', 'powder', 'soda', 'salt', 'dates', 'butter', 'sugar', 'eggs', 'walnuts']"
1056,"['bacon', 'half', 'dates', 'cheese']"
1057,"['boiling', 'water', 'dates', 'butter', 'sugar', 'egg', 'vanilla', 'extract', 'flour', 'baking', 'soda', 'powder', 'salt', 'walnuts', 'coconut', 'cream']"
1058,"['dates', 'water', 'butter', 'eggs', 'vanilla', 'extract', 'wheat', 'flour', 'cocoa', 'powder', 'soda', 'salt', 'bittersweet', 'chocolate', 'chips']"
1059,"['dates', '¼', 'water', 'soda', 'walnuts', 'sugar', 'margarine', 'eggs', 'beaten', 'salt', 'flour', 'vanilla', 'extract']"
1060,"['package', 'dates', 'sugar', 'butter', 'margarine', 'rice', 'cereal', 'pecans', 'vanilla', 'extract', 'confectioners']"
1061,"['dates', 'baking', 'soda', 'boiling', 'water', 'butter', 'sugar', 'eggs', 'beaten', 'flour', 'milk', 'vanilla', 'extract']"
1062,"['dates', 'water', 'butter', 'sugar', 'baking', 'soda', 'flour', 'egg', 'beaten', 'vanilla', 'extract', 'walnuts', 'cream', 'brown']"
1063,"['flour', 'salt', 'cinnamon', 'cloves', 'soda', 'butter', 'sugar', 'eggs', 'beaten', 'applesauce', 'raisins', 'dates', 'walnuts', 'milk', 'vanilla', 'extract', 'confectioners']"
1064,"['toothpicks', 'reduced-sodium', 'soy', 'sauce', 'ginger', 'dark', 'brown', 'sugar', 'dates', 'almonds', 'bacon', 'slices', 'half', 'crosswise']"
1065,"['eggs', 'beaten', 'sugar', 'dates', 'vanilla', 'extract', 'butter', 'rice', 'cereal', 'coconut']"
1066,"['flour', 'mahlab', 'salt', 'butter', 'room', 'temperature', 'milk', 'sugar', 'yeast', 'water', 'date', 'paste', 'pieces']"
1067,"['dates', 'pecans', 'water', 'banana', 'egg', 'butter', 'vanilla', 'extract', 'flour', 'powder', 'cinnamon', 'salt']"
1068,"['oats', 'pumpkin', 'seeds', 'walnuts', 'pecans', 'dates', 'rice', 'syrup', 'mini', 'chocolate', 'chips', 'coconut', 'raisins', 'sunflower']"
1069,"['dates', 'dark', 'brown', 'sugar', 'margarine', 'boiling', 'water', 'flour', 'baking', 'soda', 'vanilla', 'extract']"
1070,"['dates', 'almonds', 'slices', 'bacon', 'crosswise']"
1071,"['cooking', 'oats', 'flour', 'sugar', 'butter', 'salt', 'baking', 'soda', 'dates', 'water']"
1072,"['walnuts', 'dates', 'coconut', 'sesame', 'oil', 'sea', 'salt', 'vanilla', 'extract']"
1073,"['butter', 'room', 'temperature', 'sugar', 'eggs', 'vanilla', 'extract', 'cinnamon', 'salt', 'soda', 'flour', 'dates', 'pecans', 'water']"
1074,"['boiling', 'water', 'dates', 'shortening', 'sugar', 'cinnamon', 'salt', 'eggs', 'flour', 'soda', 'walnuts', 'confectioners']"
1075,"['package', 'dates', 'almonds', 'bacon']"
1076,"['shortening', 'sugar', 'eggs', 'milk', 'vanilla', 'extract', '¼', 'flour', 'powder', 'soda', 'salt', 'pecans', 'dates', 'maraschino', 'cherries', 'cornflakes', 'cereal']"
1077,"['halves', 'oats', 'dates', 'cinnamon', 'kosher', 'salt', 'vanilla', 'extract', 'maple', 'syrup']"
1078,"['dates', 'sugar', 'salt', '¼', 'water', 'lemon', 'juice', 'walnuts', 'flour', 'powder', 'soda', 'butter', 'eggs', 'vanilla', 'extract']"
1079,"['milk', 'dates', 'brown', 'sugar', 'oil', 'vanilla', 'extract', 'flour', 'baking', 'soda', 'cinnamon', 'walnuts']"
1080,"['almonds', 'coconut', 'dates', 'cashews', 'oil']"
1081,"['sugar', 'milk', 'butter', 'dates', 'pecans', 'vanilla', 'extract']"
1082,"['oats', 'beans', 'sugar', 'vanilla', 'extract', 'powder', 'baking', 'soda', 'cinnamon', 'dates', 'coconut', 'raisins', 'walnuts']"
1083,"['basmati', 'rice', 'salt', 'saffron', 'threads', 'water', 'package', 'noodles', 'grapeseed', 'oil', 'kosher', 'gold', 'potatoes', 'quarter', 'rounds', 'boiling', 'butter', 'dates', 'raisins', 'cinnamon']"
1084,"['dates', 'cherries', 'walnuts', 'seeds', 'soda', 'sea', 'salt', 'coconut', 'oil', 'egg', 'syrup', 'vanilla', 'extract']"
1085,"['butter', 'dates', 'sugar', 'rice', 'cereal', 'pecans', 'confectioners']"
1086,"['sugar', 'oil', 'pecans', 'flour', 'bananas', 'eggs', 'pineapple', 'juice', 'vanilla', 'extract', 'salt', 'baking', 'soda']"
1087,"['chile', 'peppers', 'onion', 'dates', 'basil', 'leaves', 'parsley', 'roma', 'plum', 'tomato', 'beef', 'bouillon', 'powder', 'cloves', 'oil', 'salt', 'squeeze', 'lemon', 'juice']"
1088,"['dates', 'butter', 'boiling', 'water', 'sugar', 'egg', 'flour', 'baking', 'soda', 'powder', 'salt', 'walnuts']"
1089,"['dates', 'cashews', 'almonds', 'high-quality', 'cocoa', 'powder', 'oil', 'coconut', 'vanilla', 'extract', 'cold', 'espresso', 'water', 'kosher', 'salt', 'cayenne', 'pepper']"
